screen_name, location, created_at, description
shapechange,space,Thu Jul 17 19:45:52 +0000 2008,i like that; it's like a moving picture. 
yvrhealthfair,Vancouver; B.C,Tue Oct 12 22:54:13 +0000 2010,The 8th Annual Diversity Health Fair (Sat. March 3; 2012 - Croatian Cultural Centre; Vancouver) is FREE to attend & translators available in 30+ languages.  
NaomiDevine,Vancouver; BC,Sat Dec 06 22:00:54 +0000 2008,@Ride2Rio Rider. Former Whistler2020 Sustainability Planner. @AlGore trained climate presenter. BC Climate Action Team. Adventurer. 
QA_Collision,British Columbia,Thu Sep 02 17:21:18 +0000 2010,A group of independently and locally owned and operated collision and auto body repair facilities throughout B.C.
MKieltyka,Vancouver,Sun Sep 13 22:11:22 +0000 2009,Daily news reporter for Metro Vancouver. Also run Metro's Vancouver Whitecaps blog: ALL CAPS. Don't delay; follow today!
TranslinkERRORS,,Fri Oct 22 04:59:43 +0000 2010,
tanyashum,Vancouver; BC,Wed Jul 22 04:58:25 +0000 2009,UBC student; VP Academic of @ubcAUS; Media Coordinator for @UBCSLC 2012. Loves to learn new things and meet cool people!
ajpockiiee,,Wed May 12 06:05:25 +0000 2010,
chefnextdoorca,Port Moody,Sat Oct 16 04:26:15 +0000 2010,Forever eat your peas. I was a picky eater growing up and vowed my kids would try everything. I quickly realized if they try it; it had better be good.
brentgeen,,Fri Aug 21 17:45:55 +0000 2009,
Iwasonthebusand,,Fri Jan 08 01:57:04 +0000 2010,An account of the joys and troubles of taking public transit daily.
ActsofAndrewB,New West; BC,Fri Sep 04 03:55:55 +0000 2009,Science fiction writorb; weblogger; transit nerd; ex-mayoral candidate; member of the Torontonian diaspora
dutchcanjam,Vancouver; British Columbia,Sat Jun 13 23:34:58 +0000 2009,Me? A Jamaican-Canadian guy with a passion for the Netherlands; Mac; good music; good food (junior foodie) & aviation. (I think that sums it up for now.)
PeterVerge,Vancouver; BC,Mon Jan 05 02:21:54 +0000 2009,Reporter; Producer; Writer; father to be; Chair of @MovemberVan Committee; media personality; emcee and high kicking champ. 
crimeprevention,Vancouver; Canada,Tue Dec 16 23:50:53 +0000 2008,BC Crime Prevention Association-citizens and police-dedicated to preventing crime-provide ongoing education and awareness through community partnerships.
jess_giang,Vancouver; BC,Sat Aug 29 20:16:21 +0000 2009,animation nerd. queer pop culture fanatic. urban adventurer. perpetual student. 
BenYVR,Vancouver; BC,Tue Apr 27 18:13:19 +0000 2010,Just your regular transit user.
MaffewBoyd,Vancouver; BC,Tue Sep 28 04:49:03 +0000 2010,Indie Children's Musician; pop culture enthusiast and a new Dad.  Indespensible one minute; and an embarassment the next!
chadpederson,Richmond; BC; Canada,Sun Oct 05 00:24:35 +0000 2008,Executive Director; BC Liberal Party. Public affairs; new media; communications; marketing professional. Proud to call Richmond; British Columbia home.
bwabercorninn,Richmond; BC,Thu Oct 29 20:41:31 +0000 2009,Our charming Tudor-style European Inn offers cozy guestrooms and friendly staff; perfect for any corporate and leisure guests.
jajahoff,Vancouver,Fri Jul 24 19:23:33 +0000 2009,late night drives & afternoon naps.
SPSherm,Vancouver; BC; Canada,Fri Jul 25 20:20:48 +0000 2008,Hockey/Canucks. F1/Ferrari; NASCAR. Downtempo/Chilled Beats. SharePoint Consultant.
raulpacheco,Vancouver; BC; Canada,Mon Jul 14 20:54:16 +0000 2008,Teach; research & consult in environmental politics & public policy. President @hbstrategies; instructor @ University of British Columbia (UBC); PhD
smuttysteff,Vancouver; Canuckistan,Fri Apr 25 06:35:36 +0000 2008,Long-time ass-kicker; newly relocated to Victoria; BC; & Vancouver-born. Writer; wise-ass; smutteur; photog; & hobby chef: all here; FREE! Limited time offer.
michaelnugent,Vancouver; BC,Fri Mar 23 02:00:48 +0000 2007,i design things // creator of the universe // i gnaw on staplers
alistaircalder,Burnaby; BC; Canada,Sun Apr 13 23:42:59 +0000 2008,BCIT faculty & staff; Luminis admin by day & web junkie by night. Follow me on G+ https://plus.google.com/104138068024367407676/posts
candacekenn,Vancity,Fri Oct 01 17:30:49 +0000 2010,You can take the girl outa Texas; but you can't take Texas outa the girl. Loves the Canucks and oh yeah... the Cowboys. 
gregoryblasco,,Thu Sep 30 20:25:36 +0000 2010,
roxannestp,Vancouver; BC,Wed Jun 09 02:28:46 +0000 2010,VANOC Alumni. Now Media Relations at Vancouver Aquarium & PR instructor at the Art Institute. IABC volunteer. Avid cyclist. In love with the West Coast.
PowerSmartBC,Vancouver; BC,Thu Jan 14 22:05:32 +0000 2010,Official Twitter account for BC Hydro Power Smart. Share your tips & stories with us. For news on prolonged power outages; projects; & more follow us @bchydro.
Dave_Eby,Vancouver; Canada,Mon Sep 15 21:51:33 +0000 2008,Executive Director B.C. Civil Liberties Association; lawyer; adjunct law prof at UBC. How law pushes people to the margins; and keeps them there.
turingpest,,Fri Jan 08 02:11:38 +0000 2010,
emilyreports,Vancouver BC,Mon Dec 14 15:37:20 +0000 2009,I'm on the radio and the TV ... occasionally I write things. I usually spend my days pounding numbers into telephones and asking people to spell their names.
PaulC14,Vancouver,Tue Jul 08 21:56:05 +0000 2008,@theprovince news editor; news; games; soccer; family; rinse. Repeat. Also on @team1040 every morning 6-8 am with Scotty & Co. www.teamradio.ca
matsuma,Vancouver,Tue May 20 02:20:38 +0000 2008,change management specialist; communications consultant; bike junkie; insatiable foodie; advocate; westcoaster
elishamcallum,Vancouver,Thu Apr 22 17:41:47 +0000 2010,VP Corporate & Public Affairs at Edelman Vancouver; specialist in natural resources & energy; dog lover; food experimenter; fabulous wife; home renovator.
stefalexandru,Vancouver; BC,Thu Jan 15 03:43:36 +0000 2009,editor; EAC member; Friends of the VPL board member. but this is also about books; music; hockey; travel and food. and my love-hate relationship with caps. 
punfacex,,Fri Sep 24 01:44:06 +0000 2010,
shadwell123,New Westminster; BC,Sat Sep 05 01:19:47 +0000 2009,Writer. Editor. Communicator. I like my snacks and my words salty; not sweet.
FCV,,Thu Aug 28 21:38:21 +0000 2008,Award-winning interactive agency based in Canada.
MeghanRadomske,North Vancouver; BC,Sun Jul 12 04:57:28 +0000 2009,Librarian; runner; Vancouverite; cat-person; foodie; and bibliophile
DaisyOnBroadway,New York; NY,Tue Jul 13 19:42:33 +0000 2010,DRIVING MISS DAISY played its final performance on Broadway April 9th; 2011.  Stay tuned for details on the tour.
zachpoturica,Osoyoos; BC Canada,Tue May 06 06:58:49 +0000 2008,Sr. Officer in the Fire Service and Political Junkie specializing in communications and issues management.  Views expressed here are my own.
Financial_Dr,Vancouver; BC,Thu Feb 11 01:50:30 +0000 2010,Filipino! Lived there until I was 10. Moved to Van. High School @ ND. I enjoy traveling; sports & meeting new ppl. I provide a fin safety net 4 ur fam; biz & u.
rbrtwhite,Delta/Vancouver; BC,Wed Mar 05 05:09:50 +0000 2008,photographer. interaction designer/developer. architectural dreamer/urbanist. lover of metro vancouver. i also run the weekly Nicholson Rd feature on @VIAwesome
ianaustin007,Vancouver,Wed Jun 30 21:06:03 +0000 2010,Incurable newshound/reporter at The Province. Hockey player; drummer; proud grandpa. Avid fan of politics/sports - Christy Clark; Adrian Dix and Lions win
mrkaboomcon,Lionsgate Bridge,Fri Feb 26 19:33:43 +0000 2010,avid google chrome and android user
deletrius,USA,Fri Feb 13 04:51:56 +0000 2009,
nezman001,,Wed Sep 15 05:18:40 +0000 2010,
bmcraec,iPhone: 49.377636;-123.310081,Wed Mar 04 03:58:35 +0000 2009,Always about 5 years ahead of the culture curve. This usually isn't good! Oh; and I tweet about stuff that interests me; close to the bleeding edge…
Anndi07,Vancouver; BC,Mon Aug 16 04:31:36 +0000 2010,Legal assistant by day; photographer and web/graphic designer by night. Personal account. @AnndiPhoto 
athomewithholm,Vancouver,Tue Mar 10 18:36:19 +0000 2009,Let's be friends; ok?
KaiceaPitts,Vancouver BC,Fri Dec 04 23:04:47 +0000 2009, Broadcast Journalist based out of Vancouver; British Columbia. 
soema,Vancouver,Thu Jan 22 16:45:49 +0000 2009,
hierichmond,Richmond; BC; Canada,Tue Dec 29 03:25:05 +0000 2009,Holiday Inn Express & Suites NEW Hotel near YVR Vanc Airport BC Canada Free 24hr shuttle & Bkft buffet & parking & wifi 604-241-1830  great reviews#tripadvisor
VCCishere,Vancouver; B.C.,Wed Dec 24 00:42:31 +0000 2008,The official Twitter page of Vancouver Community College in beautiful Vancouver; British Columbia; Canada.
Willyam_James,,Mon Jul 12 03:16:58 +0000 2010,
jaydeo3,ÜT: 49.206565;-122.95604,Tue May 12 05:27:21 +0000 2009,Passionate about sports; advocating sport in our province and finding ways to bridge gaps!
cudawudashuda,vancouver-ish,Thu Mar 27 19:50:30 +0000 2008,world explorer. wine lover. book fanatic. the lighter side of @abigailbvint found here.
SerenaHartl,Vancouver,Mon Apr 26 20:32:41 +0000 2010,Past National Chair of Shinerama Canada's largest post secondary fundraiser to fight Cystic Fibrosis    Cystic Fibrosis Canada
MagnifyDigital,Vancouver; Canada,Mon Apr 13 18:21:57 +0000 2009,Developed ALERT® a proprietary system for creating; implementing & monitoring online strategies that deliver results. Tweets this week by @socialmaryam
KevinSkrepnek,Vancouver; BC,Fri Jun 06 07:20:32 +0000 2008,Born in the north; grew up in the east; found his home in the west. Digs communications; photography; and his girlfriend. Studies public relations at Kwantlen. 
lazy_susan27,Vancouver; BC,Wed Sep 30 19:45:16 +0000 2009,Kitchen Trainer @ Downtown Eastside Women's Centre..; loving life to the fullest & then some
Shahab604,Vancouver; BC,Sun May 31 05:49:49 +0000 2009,I dont mean to brag; I dont mean to boast; but Im like hot butter on your breakfast toast.  
kbsmcd,ÜT: 49.121951;-122.925624,Fri Nov 14 20:57:54 +0000 2008,
SFU,British Columbia; Canada,Thu Aug 09 05:15:58 +0000 2007,Three campuses; three semesters; you set the pace for your degree: The Canadian university that is Engaging the World. Tweets by D.Tam; D.MacLachlan & S.Ray.
MrPC_RePair_BC,Armstrong; BC,Sat Jun 27 18:56:59 +0000 2009,Mr.Pc Repair;A Small Fix it Company .XBL Gamer Tag: x2lheboxshady;Canucks Forum Mr.PC Repair. Webpage's www.lcommat-cmmfm.webs.com / www.mrpc-repair.webs.com
vjland,Vancouver BC,Fri Feb 06 05:03:36 +0000 2009,Profile http://about.me/vjland
ScarletStar,Vancouver Canada,Fri Jan 09 21:21:04 +0000 2009,Actor; girl gamer; Elyos on Zikel ~ Jadedheart is my chanter; Slowpoke my cleric. ;-)
moodyangela,Vancouver,Thu Mar 04 03:23:13 +0000 2010,I want to save the world. 
jubiloMX,Vancouver / Mexico City,Sun Aug 22 22:10:22 +0000 2010,Mexican dyslexic living in Vancouver... I'm @olibuj (in spanish) and @jubilo_eo (in esperanto)
jenlai,Vancouver BC,Wed May 28 06:20:50 +0000 2008,art & adventures & awesomely awkward alliteration
handsintheearth,Mayne Island; BC,Thu Sep 09 06:18:20 +0000 2010,
Oberonconobie,New Wesminster B.C.,Tue Sep 07 19:14:00 +0000 2010,WHY.............twitter?
VinceSharma,Canada,Thu Aug 13 00:03:53 +0000 2009,I am a Patriotic; Liberal Canadian who works in Health Care
JaysonPHadley,edmonton,Tue Jun 09 16:47:21 +0000 2009,
SolveCrime,Vancouver; BC; Canada,Fri Nov 06 20:36:35 +0000 2009,Metro Vancouver Crime Stoppers-non profit program that involves the public in the fight against crime. Submit anonymous tips online/phone/text. Tweets not anon.
Monkee_Mama,49.126374;-122.711512,Mon May 31 00:30:15 +0000 2010,I have an infectious laugh; not like the plague; more like it makes you smile.
luwesa,,Mon Jul 06 20:18:27 +0000 2009,
dalyn_smith,Vancouver,Sat Dec 26 20:10:14 +0000 2009,Anyone can commit a minor indiscretion and generate a day's worth of buzz; but in order for gossip to birth a true scandal; it requires the right person to be 
Sheila_Scott,Vancouver,Mon May 10 23:44:52 +0000 2010,Night owl. Islander. Overnight assignment/writer for @CTVMorningLive. Breaking news overnight? Let me know! Tweets are my own opinion. 
dnewman04,,Mon Aug 30 02:37:56 +0000 2010,
anudawit,Vancouver; B.C.,Thu Nov 13 21:49:14 +0000 2008,CBC Vancouver journalist; loving what I do! By the way opinions & RTs are my own.  Got an idea to share? anu.dawit-kanna@cbc.ca
BurnabyNOW_News,Burnaby; B.C.,Thu Apr 02 20:49:52 +0000 2009,Burnaby's community newspaper
lorene1voice,Vancouver BC,Tue Jun 24 01:12:52 +0000 2008,I am being the change I want to see in the world.
themariadawn,BC; Canada,Wed Jun 30 19:30:46 +0000 2010,Dog trainer; multitasker; crafter; cookie baker; lover of clean kitchens & Post-It notes. Preoccupation with information management & communication.
jpiwowar,Vancouver; BC; Canada,Sat Sep 20 01:10:38 +0000 2008,Is: Husband; dad; traveler; cyclist; beersnob; pragmatist; word nerd; insanely lucky; PIT transplant to YVR. GeeksOn: Mac; Oracle; Linux; Virtualization.
sarahsylvester,Vancouver,Wed Dec 17 17:46:28 +0000 2008,PR pro based in Vancouver. I love the mountains & hate fat free yogurt. 
jasonwcanews,Vancouver; British Columbia CA,Sun Aug 22 17:30:30 +0000 2010,Follow @jasonwca - http://jasonw.ca
everlastinglife,Vancouver; Canada,Tue Mar 10 21:37:56 +0000 2009,This means everlasting life; their taking in knowledge of you; the only true God; and of the one whom you sent forth; Jesus Christ - http://bit.ly/4epdIC ♥
floyvr,Vancouver; Canada,Fri Jun 12 05:43:48 +0000 2009,Foodie; iPhone-toting gadget junkie; photographer! Human Capital / Compensation Associate at Mercer. Sharing deals + thoughts on food; HR; and personal finance.
rascallyRob,Vancouver; Canada,Fri Sep 21 14:37:56 +0000 2007,Technologist for Clubvibes.com; retired anti-spam guru; very long-time DJ.
CBRProducts,Vancouver; BC Canada,Wed Oct 21 21:48:56 +0000 2009,Tweets from deep inside CBR Products; a manufacturer and distributor of high-performance; eco-friendly coatings. Protect It All!!!
BCRFA,Vancouver BC,Mon Sep 15 17:43:04 +0000 2008,Tweets are live from the BCRFA HQ. Foodies-Follow me for inside info; issues; news; specials & more! Our members are of the highest quality-view 'members' list.
Linzy_B,Richmond; BC,Wed Sep 02 02:47:53 +0000 2009,Manager of volunteer resources; PR professional; event planner; trainer and leader in the non-profit sector. 
Go_Fish_BC,Victoria; British Columbia,Fri Feb 26 17:03:46 +0000 2010,The Freshwater Fisheries Society of BC is a non-profit organization providing stocking; conservation; and programs to enhance access to fishing throughout B.C.
ksinoski,Vancouver,Sat Jan 10 01:05:40 +0000 2009,Vancouver Sun reporter
janayafe,British Columbia,Thu Dec 18 21:30:52 +0000 2008,Reporter for the Burnaby NOW (http://www.burnabynow.com).    RTs are not endorsements; instead; attempts to expand discussion on interesting topics.
BCGovNews,British Columbia; Canada,Thu Nov 12 19:39:56 +0000 2009,News & information from the Government of British Columbia. Stay Connected via Twitter; Facebook; Blogs and more: http://www.gov.bc.ca/connect 
thebasil,Vancouver; BC,Tue Dec 02 14:41:39 +0000 2008,Communications Professor at Kwantlen Polytechnic University
xhulk,Vancouver; Canada,Fri May 29 18:56:30 +0000 2009,Jelly
Jeff_Hodson,Vancouver,Wed Apr 29 18:01:50 +0000 2009,
barkerjacob,Vancouver,Sat Jan 31 00:21:27 +0000 2009,Future famous Videojournalist...
hestonk,Vancouver & Toronto,Fri Mar 13 23:18:54 +0000 2009,compsci graduate; Vancouverite; #teamblackberry; #canucks fan; photographer; politics; #olympics; networking & security professional
furtney,Vancouver,Sun Mar 09 18:24:08 +0000 2008,ex professional walker
robfreeman1130,Vancouver BC,Wed Aug 11 02:56:01 +0000 2010,Midday anchor on News1130; Vancouver's Breaking News; Traffic & Weather Station! Fan of the Canucks; BC Lions & Blue Jays. Only my opinions; yadda yadda yadda.
shiral,Vancouver,Tue Mar 17 22:18:13 +0000 2009,radio director/ broadcaster  I work for the Early Edition at CBC but opinions here are my own.
sushizeroone,iPhone: 49.281734;-123.101494,Wed Jul 22 11:03:08 +0000 2009,Zero One Sushi offers a large selection of popular Japanese items for eat in; take-out and delivery. 
BowenWong,,Thu Mar 25 00:07:37 +0000 2010,
DimSumLee,Burnaby; BC; Canada,Fri Feb 13 23:26:08 +0000 2009,So; you can call me Aaron. If you haven't noticed already; I'm asian.   Not your typical asian even though I'm from Hong Kong.=P
bccla,Vancouver; BC,Thu Feb 26 01:23:50 +0000 2009,BC Civil Liberties Association: Fighting for freedom since 1962.
justine_ma,,Sat Apr 03 22:36:54 +0000 2010,Taking on the world – one adventure at a time.
tlmarshall65,ÜT: 49.303817;-123.032434,Sun Jan 31 06:38:34 +0000 2010,Good project managers think about today; the best ones think about tomorrow. I'm thinking about tomorrow.
Gitsegukladude,Surrey;BC Canada,Tue Nov 11 06:55:04 +0000 2008,Aboriginal From Gitsegukla;BC   http://www.gitsegukla.org   Interested in Photography and Guitar. Trained in Electronics now retired due to brain injury
